City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
340,Benguela,AO,-12.58,13.41,67.14,91,19,2.26,few clouds
341,Tevaitoa,PF,-16.78,-151.50,76.17,80,50,10.22,scattered clouds
342,Ust-Maya,RU,60.42,134.53,71.82,52,10,1.57,clear sky
343,Georgetown,MY,5.41,100.34,80.89,90,20,0.0,thunderstorm
344,Mehamn,NO,71.04,27.85,57.15,94,100,1.14,overcast clouds
345,Los Llanos De Aridane,ES,28.66,-17.92,76.75,47,0,10.36,clear sky
346,Alekseyevka,RU,50.63,38.69,62.76,91,72,4.29,broken clouds
347,Yumen,CN,40.28,97.20,74.08,17,6,9.89,clear sky
348,Tocopilla,CL,-22.09,-70.20,62.1,75,37,10.6,scattered clouds
349,Aswan,EG,24.09,32.91,87.31,16,1,8.57,clear sky
350,Beringovskiy,RU,63.05,179.32,47.17,93,100,8.84,moderate rain
351,Alta Floresta,BR,-9.88,-56.09,80.13,33,12,3.2,few clouds
352,Nabire,ID,-3.37,135.48,77.34,86,48,3.33,scattered clouds
353,Aykhal,RU,66.00,111.50,72.5,67,58,9.73,broken clouds
354,Nuristan,AF,35.30,70.83,50.11,77,40,2.53,scattered clouds
355,Carora,VE,10.18,-70.08,84.4,53,71,13.53,broken clouds
356,Bandarbeyla,SO,9.49,50.81,76.68,75,43,29.91,scattered clouds
357,Saint-Pierre,RE,-21.34,55.48,66.9,70,0,6.91,clear sky
358,Palmer,US,42.16,-72.33,78.66,55,40,5.75,scattered clouds
359,Rantauprapat,ID,2.10,99.83,72.36,94,97,1.19,overcast clouds
360,Pisco,PE,-13.70,-76.22,62.65,82,20,8.05,mist
361,Benemerito De Las Americas,MX,16.52,-90.64,85.62,67,82,4.59,broken clouds
362,Chardara,KZ,41.25,67.97,81.81,43,0,13.78,clear sky
363,Blacklick Estates,US,39.91,-82.86,75.61,87,100,8.05,overcast clouds
364,The Valley,AI,18.22,-63.06,82.54,69,20,12.66,few clouds
365,Verkhoyansk,RU,67.54,133.38,74.98,51,73,2.53,broken clouds
366,Beloha,MG,-25.17,45.05,59.04,86,0,2.51,clear sky
367,Nouakchott,MR,18.09,-15.98,82.33,81,1,11.83,clear sky
368,Rio Branco,BR,-9.97,-67.81,83.01,65,40,2.3,scattered clouds
369,Voi,KE,-3.39,38.56,67.39,80,94,11.48,overcast clouds
370,Kualakapuas,ID,-3.01,114.39,73.4,97,95,1.83,overcast clouds
371,Arlit,NE,18.74,7.39,96.85,10,34,10.85,scattered clouds
372,Rio Bueno,CL,-40.32,-72.97,50.14,98,76,3.13,broken clouds
373,Avrille,FR,47.50,-0.58,59.72,67,2,7.2,clear sky
374,Anajatuba,BR,-3.26,-44.62,75.76,74,16,4.61,few clouds
375,Cam Ranh,VN,11.92,109.16,76.96,88,20,0.0,few clouds
376,Vila Franca Do Campo,PT,37.72,-25.43,77.2,94,31,4.45,scattered clouds
377,Charters Towers,AU,-20.10,146.27,65.28,62,0,9.62,clear sky
378,Biak,ID,-0.91,122.88,76.1,89,94,6.89,overcast clouds
379,Byron Bay,AU,-28.65,153.62,55.71,52,0,12.82,clear sky
380,Kunnamkulam,IN,10.65,76.08,76.37,91,96,7.27,overcast clouds
381,Pag,HR,44.45,15.06,81.18,81,72,14.16,broken clouds
382,Lompoc,US,34.64,-120.46,87.01,70,0,16.11,clear sky
383,Osorno,CL,-40.57,-73.15,50.31,76,75,4.61,broken clouds
384,Ouallam,NE,14.32,2.09,86.16,58,38,21.88,scattered clouds
385,Kidal,ML,18.44,1.41,97.14,9,83,9.15,broken clouds
386,Boz,FR,46.41,4.91,64.65,69,60,4.07,broken clouds
387,Sakakah,SA,29.97,40.21,88.52,15,0,9.93,clear sky
388,Bengkulu,ID,-3.80,102.27,75.34,86,100,2.46,overcast clouds
389,Kenai,US,60.55,-151.26,64.02,62,0,17.27,clear sky
390,Sao Sebastiao,BR,-23.76,-45.41,68.59,89,34,3.51,scattered clouds
391,Conde,BR,-7.26,-34.91,72.86,94,75,6.91,broken clouds
392,Kimbe,PG,-5.55,150.14,83.23,71,72,2.57,broken clouds
393,Reinosa,ES,43.00,-4.14,55.45,98,94,4.97,overcast clouds
394,Heinola,FI,61.21,26.04,60.01,97,86,7.27,overcast clouds
395,Husavik,IS,66.04,-17.34,52.56,80,99,5.66,overcast clouds
396,Astoria,US,46.19,-123.83,74.43,84,20,9.22,few clouds
397,Suntar,RU,62.14,117.63,78.22,65,1,4.76,clear sky
398,Csengod,HU,46.72,19.27,71.29,65,76,11.14,broken clouds
399,Sultanpur,IN,26.27,82.07,85.96,66,96,5.91,overcast clouds
400,Kirkuk,IQ,35.47,44.39,88.2,10,0,6.08,clear sky
401,Pemangkat,ID,1.17,108.97,77.0,89,100,5.7,overcast clouds
402,Myitkyina,MM,25.38,97.40,73.08,99,100,1.5,overcast clouds
403,Klaksvik,FO,62.23,-6.59,50.92,76,87,8.01,overcast clouds
404,Candido Mendes,BR,-1.45,-45.72,75.69,87,99,4.16,overcast clouds
405,Kholm,RU,59.27,32.85,66.52,74,78,4.68,broken clouds
406,Havre-Saint-Pierre,CA,50.23,-63.60,59.97,81,17,17.72,few clouds
407,Dudinka,RU,69.41,86.18,56.62,78,41,7.0,scattered clouds
408,Jumla,NP,29.27,82.18,61.34,96,100,1.3,overcast clouds
409,Gwadar,PK,25.12,62.33,81.86,83,83,11.12,broken clouds
410,Bangolo,CI,7.01,-7.47,69.71,99,83,2.62,broken clouds
411,Kununurra,AU,-15.77,128.73,71.58,33,28,10.36,scattered clouds
412,Acapulco,MX,16.86,-99.89,87.62,66,75,4.61,broken clouds
413,Sobolevo,RU,54.43,31.90,60.87,90,6,1.74,clear sky
414,Comodoro Rivadavia,AR,-45.87,-67.50,37.26,87,100,4.61,light rain
415,Rio Grande,BR,-32.03,-52.10,60.91,97,54,9.89,broken clouds
416,Cairo,EG,30.06,31.25,83.16,69,0,5.75,clear sky
417,Paoua,CF,7.24,16.44,69.64,96,93,4.34,light rain
418,Kailua,US,21.40,-157.74,82.38,76,75,16.11,light rain
419,Isangel,VU,-19.55,169.27,75.58,83,98,11.65,overcast clouds
420,Amor,PT,39.80,-8.86,65.73,88,0,9.86,clear sky
421,Caceres,ES,39.52,-6.37,71.01,49,0,8.08,clear sky
422,North Platte,US,41.12,-100.77,85.12,66,75,4.61,broken clouds
423,Suwannaphum,TH,15.60,103.80,80.85,82,15,4.47,few clouds
424,Yarmouth,US,41.71,-70.23,79.27,64,0,8.05,clear sky
425,Kijang,KR,35.24,129.21,75.13,81,30,8.25,scattered clouds
426,Fereydun Kenar,IR,36.69,52.52,77.88,77,13,1.77,few clouds
427,Luanda,AO,-8.84,13.23,71.6,83,75,8.05,broken clouds
428,Ust-Nera,RU,64.57,143.20,68.58,64,48,5.35,light rain
429,Wamba,NG,8.93,8.60,71.82,92,70,1.99,broken clouds
430,Mosquera,CO,4.71,-74.23,57.29,94,75,5.75,light intensity drizzle
431,Balasheyka,RU,53.28,48.09,63.95,86,6,2.57,clear sky
432,Yeppoon,AU,-23.13,150.73,60.58,52,0,11.05,clear sky
433,Shimoda,JP,34.67,138.95,86.11,86,78,7.45,broken clouds
434,Naze,JP,28.37,129.48,81.23,74,10,5.97,clear sky
435,Zhoucheng,CN,35.91,116.31,76.37,88,1,3.47,clear sky
436,Kingsport,US,36.55,-82.56,83.55,90,100,1.01,overcast clouds
437,Broome,US,42.25,-75.83,77.54,53,0,6.91,clear sky
438,Tommot,RU,58.96,126.29,72.1,56,6,3.33,clear sky
439,Nosy Varika,MG,-20.58,48.53,63.25,91,26,3.94,scattered clouds
440,Hofn,IS,64.25,-15.21,50.5,88,100,0.6,overcast clouds
441,Whitefish,US,48.41,-114.34,88.9,40,0,4.61,clear sky
442,Vardo,NO,70.37,31.11,57.18,94,75,10.36,light rain
443,Harper,LR,4.38,-7.72,75.07,80,99,12.28,overcast clouds
444,Urgut,UZ,39.40,67.24,76.62,25,0,3.91,clear sky
445,Ndende,GA,-2.40,11.36,70.18,80,24,2.75,few clouds
446,Sao Joao Da Barra,BR,-21.64,-41.05,70.63,86,18,11.63,few clouds
447,Saravena,CO,6.95,-71.88,74.32,95,99,1.99,overcast clouds
448,Srednekolymsk,RU,67.45,153.68,50.13,53,95,15.01,overcast clouds
449,Myanaung,MM,18.28,95.32,78.78,81,51,0.74,broken clouds
450,Wadi Maliz,TN,36.47,8.55,82.33,33,0,1.5,clear sky
451,Meulaboh,ID,4.14,96.13,74.93,90,100,5.3,overcast clouds
452,Nguruka,TZ,-5.11,31.04,65.48,48,39,4.14,scattered clouds
453,Nuuk,GL,64.18,-51.72,43.41,87,100,8.05,overcast clouds
454,Dharmadam,IN,11.78,75.43,76.8,86,100,9.24,moderate rain
455,Deputatskiy,RU,69.30,139.90,55.6,58,57,5.46,broken clouds
456,Yoichi,JP,43.20,140.77,72.86,78,100,0.92,overcast clouds
457,Saint George,US,37.10,-113.58,97.43,33,0,5.75,clear sky
458,Sept-Iles,CA,50.20,-66.38,65.05,79,83,7.0,broken clouds
459,Jalu,LY,29.03,21.55,84.22,40,5,15.68,clear sky
460,Ruteng,ID,-8.61,120.47,59.9,83,72,1.61,broken clouds
461,Nisia Floresta,BR,-6.09,-35.21,76.01,91,65,7.09,broken clouds
462,Panaba,MX,21.28,-88.27,84.09,67,98,14.03,overcast clouds
463,Progreso,MX,21.28,-89.67,75.31,71,25,17.45,scattered clouds
464,Catio,GW,11.28,-15.25,76.91,83,100,5.17,overcast clouds
465,Esteli,NI,13.09,-86.35,73.22,77,97,4.81,overcast clouds
466,Cabedelo,BR,-6.98,-34.83,74.07,83,86,11.68,overcast clouds
467,Yulara,AU,-25.24,130.99,43.7,57,0,8.7,clear sky
468,Kondinskoye,RU,59.65,67.41,52.79,73,70,7.56,broken clouds
469,Kastrakion,GR,39.72,21.62,74.8,52,0,1.63,clear sky
470,Goya,AR,-29.14,-59.26,72.41,67,34,6.24,scattered clouds
471,Jardim,BR,-21.48,-56.14,77.27,32,0,4.03,clear sky
472,Hami,CN,42.80,93.45,78.3,16,33,10.78,scattered clouds
473,Masallatah,LY,32.62,14.00,75.78,57,0,2.53,clear sky
474,Liberal,US,37.04,-100.92,102.34,21,20,14.97,few clouds
475,Fort Stewart,US,31.87,-81.61,92.03,54,35,8.12,scattered clouds
476,Alepe,CI,5.50,-3.66,78.67,91,100,5.26,overcast clouds
477,Innisfail,AU,-17.53,146.03,70.18,80,64,7.9,broken clouds
478,San Patricio,US,28.02,-97.52,95.72,44,61,17.52,broken clouds
479,Noshiro,JP,40.20,140.02,77.99,76,96,2.21,overcast clouds
480,Bilibino,RU,68.05,166.44,45.5,52,66,14.52,broken clouds
481,Bilecik,TR,40.00,30.17,61.48,68,0,1.95,clear sky
482,Rantoul,US,40.31,-88.16,73.42,89,100,3.0,overcast clouds
483,Benalla,AU,-36.55,145.98,44.35,95,96,4.59,overcast clouds
484,Sturgeon Falls,CA,46.36,-79.93,76.08,55,5,13.33,clear sky
485,Dayong,CN,25.02,118.29,79.79,88,13,0.69,few clouds
486,Moa,CU,20.66,-74.94,83.08,77,10,13.27,clear sky
487,Sanmenxia,CN,34.77,111.18,75.2,87,97,6.87,overcast clouds
488,Eyemouth,GB,55.87,-2.09,58.23,76,91,6.49,overcast clouds
489,Neryungri,RU,56.67,124.65,73.53,60,0,4.12,clear sky
490,Cidreira,BR,-30.18,-50.21,61.65,93,41,14.54,scattered clouds
491,Leshukonskoye,RU,64.90,45.76,55.99,72,86,5.17,overcast clouds
492,Sakaiminato,JP,35.55,133.23,79.09,83,2,8.32,clear sky
493,Johnstown,US,40.33,-78.92,77.79,77,100,0.0,overcast clouds
494,Mount Gambier,AU,-37.83,140.77,50.94,91,85,7.4,overcast clouds
495,Kongolo,CD,-5.38,27.00,76.26,42,56,2.15,broken clouds
496,Kalabo,ZM,-14.97,22.68,56.71,42,1,6.11,clear sky
497,Amahai,ID,-3.33,128.92,77.59,88,87,8.99,light rain
498,Dingle,PH,11.00,122.67,79.56,89,68,5.01,broken clouds
499,Teguise,ES,29.06,-13.56,73.62,73,0,25.32,clear sky
500,Port-Cartier,CA,50.03,-66.87,64.74,70,85,7.87,overcast clouds
501,Ventersburg,ZA,-28.09,27.14,50.05,50,26,5.35,scattered clouds
502,Chimbote,PE,-9.09,-78.58,63.18,82,58,10.89,broken clouds
503,Kyabe,TD,9.45,18.94,73.49,90,100,3.47,overcast clouds
504,Lima,PE,-12.04,-77.03,59.25,82,100,10.36,overcast clouds
505,Gabu,GW,12.28,-14.22,74.43,98,99,4.68,overcast clouds
506,Beira,MZ,-19.84,34.84,65.62,77,0,2.19,clear sky
507,Kilindoni,TZ,-7.91,39.67,75.6,77,50,15.75,scattered clouds
508,Perth,AU,-31.93,115.83,55.58,97,40,9.22,scattered clouds
509,Waddan,LY,29.16,16.14,81.18,39,0,11.36,clear sky
510,Labrea,BR,-7.26,-64.80,81.73,46,7,0.76,clear sky
511,Rock Springs,US,41.59,-109.20,90.23,15,0,5.01,clear sky
512,Tecoanapa,MX,16.52,-98.75,84.18,69,95,7.14,overcast clouds
513,Thinadhoo,MV,0.53,72.93,77.23,91,91,17.76,overcast clouds
514,Tari,NG,12.41,4.49,81.91,71,99,15.05,overcast clouds
515,Kargil,IN,34.57,76.10,59.29,68,60,4.34,broken clouds
516,Burnie,AU,-41.07,145.92,48.94,68,10,7.49,clear sky
517,Santa Cruz,BO,-17.80,-63.17,80.65,61,31,9.22,scattered clouds
518,Neiafu,TO,-18.65,-173.98,76.41,70,75,16.53,broken clouds
519,Republic,US,37.12,-93.48,104.63,28,40,5.75,scattered clouds
520,Black Forest,US,39.01,-104.70,79.95,47,75,17.27,broken clouds
521,Gorom-Gorom,BF,14.44,-0.24,90.64,45,99,15.48,overcast clouds
522,Manturovo,RU,58.34,44.76,58.98,94,41,4.03,scattered clouds
523,Goderich,CA,43.75,-81.72,71.91,56,3,3.87,clear sky
524,Iranshahr,IR,27.20,60.68,82.18,63,85,10.4,overcast clouds
525,Bandar-E Anzali,IR,37.47,49.46,75.34,80,20,2.59,few clouds
526,Muhos,FI,64.81,25.99,62.38,92,97,9.1,overcast clouds
527,Basco,PH,20.45,121.97,84.54,73,73,3.74,broken clouds
528,Abu Kamal,SY,34.45,40.92,88.63,16,0,9.08,clear sky
529,Bugulma,RU,54.55,52.80,60.3,93,87,5.08,overcast clouds
530,Maragogi,BR,-9.01,-35.22,74.35,84,89,11.77,overcast clouds
531,Zalantun,CN,48.00,122.72,70.57,92,99,3.27,light rain
532,Shingu,JP,33.73,135.98,80.67,88,100,1.79,overcast clouds
533,Providencia,MX,28.72,-111.58,96.24,47,90,14.61,overcast clouds
534,Hokitika,NZ,-42.72,170.97,54.14,68,90,5.23,overcast clouds
535,Ozark,US,37.02,-93.21,105.08,32,77,6.26,broken clouds
536,Souillac,MU,-20.52,57.52,68.18,87,15,10.22,few clouds
537,Swabi,PK,34.12,72.47,79.39,88,94,5.06,overcast clouds
538,Dolinsk,RU,47.35,142.80,65.23,90,100,4.03,overcast clouds
539,Riohacha,CO,11.54,-72.91,85.33,61,17,13.44,few clouds
540,Half Moon Bay,US,37.46,-122.43,83.91,65,100,18.41,overcast clouds
541,Hovd,MN,48.01,91.64,58.19,41,3,2.19,clear sky
542,Athabasca,CA,54.72,-113.29,76.48,36,41,3.51,scattered clouds
543,Shenzhen,CN,22.55,114.07,86.86,73,3,5.1,clear sky
544,Kahului,US,20.89,-156.47,87.82,61,20,24.16,few clouds
545,Sola,VU,-13.88,167.55,80.35,78,27,13.42,scattered clouds
546,Kaohsiung,TW,22.62,120.31,87.04,79,75,4.61,broken clouds
547,Marrakesh,MA,31.63,-8.01,91.47,21,0,8.05,clear sky
548,Rivers,CA,50.03,-100.24,68.76,60,52,11.14,broken clouds
549,Oktyabrskiy,RU,54.48,53.47,61.43,94,38,4.09,scattered clouds
550,Najran,SA,17.49,44.13,82.36,41,95,5.3,overcast clouds
551,Kodinsk,RU,58.69,99.18,57.43,97,100,9.26,overcast clouds
552,Elizabethtown,US,37.69,-85.86,77.77,89,100,3.44,overcast clouds
553,Omsukchan,RU,62.53,155.80,63.28,37,100,5.84,overcast clouds
554,Codrington,AU,-38.27,141.97,51.51,94,85,9.86,overcast clouds
555,Muros,ES,42.78,-9.06,65.08,77,4,12.88,clear sky
556,Xichang,CN,27.90,102.26,65.73,95,100,0.65,moderate rain
557,Uhlove,UA,44.82,33.60,66.02,70,0,2.33,clear sky
558,Puerto Madryn,AR,-42.77,-65.04,46.18,95,100,12.44,light rain
559,Rafsanjan,IR,30.41,55.99,83.84,40,100,11.56,overcast clouds
560,Cairns,AU,-16.92,145.77,74.07,74,100,10.36,overcast clouds
561,Miyako,JP,39.64,141.95,76.86,85,96,3.13,overcast clouds
562,Killybegs,IE,54.63,-8.45,53.44,79,23,2.33,few clouds
563,Kavaratti,IN,10.57,72.64,81.34,77,100,16.02,overcast clouds
564,Poronaysk,RU,49.22,143.12,60.42,94,99,4.32,overcast clouds
565,Ballina,AU,-28.87,153.57,55.78,54,0,12.97,clear sky
566,Batagay-Alyta,RU,67.80,130.41,71.26,56,87,2.64,overcast clouds
567,San Jose,US,37.34,-121.89,88.84,48,75,13.8,smoke
568,San Cristobal Acasaguastlan,GT,14.92,-89.88,85.55,89,100,3.44,overcast clouds
569,Shubarshi,KZ,48.59,57.19,69.48,59,0,6.38,clear sky
570,Ajdabiya,LY,30.76,20.23,79.12,64,0,10.31,clear sky
571,Angoche,MZ,-16.23,39.91,71.69,71,46,10.87,scattered clouds
572,Kruisfontein,ZA,-34.00,24.73,54.88,62,34,9.66,scattered clouds
573,Rumonge,BI,-3.97,29.44,73.04,58,17,3.36,few clouds
574,Olafsvik,IS,64.89,-23.71,52.47,94,100,17.22,overcast clouds
575,Talara,PE,-4.58,-81.27,66.96,82,40,14.97,scattered clouds
576,Wakkanai,JP,45.41,141.67,68.49,89,6,4.21,clear sky
577,Garden City,US,42.33,-83.33,82.92,47,40,11.5,scattered clouds
578,Paamiut,GL,61.99,-49.67,42.33,91,8,19.66,clear sky
579,Puerto Escondido,MX,15.85,-97.07,83.23,69,100,5.75,overcast clouds
580,Kalispell,US,48.20,-114.31,89.17,36,0,4.61,clear sky
581,Dunedin,NZ,-45.87,170.50,46.65,97,100,9.82,overcast clouds
582,Berlevag,NO,70.86,29.09,60.6,94,100,5.75,light rain
583,Hit,IQ,33.64,42.83,90.05,13,0,10.0,clear sky
584,Praxedis Guerrero,MX,31.37,-106.02,90.86,24,3,3.85,clear sky
585,Kohtla-Jarve,EE,59.40,27.27,62.65,94,100,8.46,moderate rain
586,Muborak,UZ,39.26,65.15,87.44,27,0,17.83,clear sky
587,Sungaipenuh,ID,-2.08,101.38,63.07,92,91,1.34,overcast clouds
588,Banamba,ML,13.55,-7.45,80.26,70,63,11.21,broken clouds
589,Bath,GB,51.38,-2.36,62.58,73,84,2.28,broken clouds
590,Usinsk,RU,65.99,57.53,47.21,84,34,7.63,scattered clouds
591,Maiduguri,NG,11.85,13.16,81.07,67,93,8.77,overcast clouds
592,Palamos,ES,41.85,3.13,78.39,40,22,1.01,few clouds
593,Coahuayana,MX,18.73,-103.68,87.12,62,77,5.48,broken clouds
594,Tazmalt,DZ,36.39,4.40,82.47,39,57,1.07,broken clouds
595,Waipawa,NZ,-41.41,175.52,48.34,94,100,8.12,overcast clouds
596,Crotone,IT,39.09,17.12,83.19,62,0,5.59,clear sky
597,Yertsevo,RU,60.80,40.09,58.42,88,69,4.88,broken clouds
598,Bontang,ID,0.13,117.50,76.3,91,100,4.45,light rain
599,Zhangjiakou,CN,40.81,114.88,69.71,80,56,4.43,broken clouds
600,Sandwick,GB,60.00,-1.25,49.82,93,100,1.14,moderate rain
601,Bani,DO,18.28,-70.33,84.85,68,7,13.8,clear sky
602,Abha,SA,18.22,42.51,64.65,77,0,0.0,clear sky
603,Nong Phai,TH,15.99,101.06,76.53,89,6,2.33,clear sky
604,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,63.19,72,75,4.47,broken clouds
605,Magistralnyy,RU,56.17,107.45,56.26,85,73,3.13,broken clouds
606,Potenza,IT,40.64,15.81,68.92,80,23,2.89,few clouds
607,Kloulklubed,PW,7.04,134.26,79.3,71,100,5.08,overcast clouds
608,Shishou,CN,29.72,112.42,81.36,76,100,3.83,overcast clouds
609,Challapata,BO,-18.90,-66.77,50.25,35,24,2.71,few clouds
610,Gardendale,US,33.66,-86.81,91.76,60,40,6.91,scattered clouds
611,Sinnamary,GF,5.38,-52.95,79.18,82,28,6.06,scattered clouds
612,Marabba,SD,12.35,32.18,77.97,76,90,9.42,overcast clouds
613,Kerch,UA,45.36,36.48,72.41,62,45,8.57,light rain
614,Wielun,PL,51.22,18.57,61.05,68,41,7.29,scattered clouds
615,Kotlas,RU,61.26,46.66,54.52,82,61,3.85,broken clouds
616,San Quintin,MX,30.48,-115.95,72.82,67,14,12.57,few clouds
617,Santa Maria,BR,-29.68,-53.81,65.48,90,24,4.97,few clouds
618,Fare,PF,-16.70,-151.02,77.02,76,65,8.37,broken clouds
619,Haines Junction,CA,60.75,-137.51,67.23,47,67,8.61,broken clouds
620,Baoqing,CN,46.33,132.21,75.43,82,1,4.12,clear sky
621,El Alto,PE,-4.27,-81.21,64.06,82,88,19.08,overcast clouds
622,Moron,AR,-34.65,-58.62,67.95,94,86,4.85,overcast clouds
623,Buckeye,US,33.37,-112.58,97.41,36,81,6.91,broken clouds
624,Bay Roberts,CA,47.60,-53.26,71.51,91,100,5.99,overcast clouds
625,Cobija,BO,-11.03,-68.77,81.25,52,87,3.0,overcast clouds
626,Oranjestad,AW,12.52,-70.03,80.71,85,5,19.73,clear sky
627,Wenling,CN,28.37,121.36,81.21,83,12,8.93,few clouds
628,Key West,US,24.56,-81.78,87.8,75,75,17.27,broken clouds
629,San Felipe,VE,10.34,-68.74,74.32,94,62,4.0,broken clouds
630,Maceio,BR,-9.67,-35.74,74.64,88,100,3.44,overcast clouds
631,Izazi,TZ,-7.20,35.73,68.02,59,80,4.34,broken clouds
632,Banda Aceh,ID,5.56,95.32,77.63,82,100,8.99,light rain
633,Shakiso,ET,5.75,38.92,59.67,67,98,4.59,overcast clouds
634,Sao Felix Do Xingu,BR,-6.64,-51.99,80.33,45,83,1.48,broken clouds
635,Zhangye,CN,38.93,100.45,68.11,38,0,7.36,clear sky
636,Whitehorse,CA,60.72,-135.05,75.31,31,90,18.01,overcast clouds
637,Guanica,PR,17.97,-66.91,86.05,83,44,11.18,scattered clouds
638,Esna,EG,25.29,32.55,87.46,16,0,7.67,clear sky
639,Zhezkazgan,KZ,47.80,67.71,72.99,52,0,5.55,clear sky
640,Roma,US,43.21,-75.46,75.67,57,0,7.0,clear sky
641,Gazalkent,UZ,41.56,69.77,82.51,21,0,7.34,clear sky
642,Ossora,RU,59.24,163.07,59.76,74,100,7.31,overcast clouds
643,Brewster,US,41.40,-73.62,80.92,55,0,6.91,clear sky
644,Taree,AU,-31.90,152.47,56.07,60,0,10.13,clear sky
645,Gorin,RU,51.20,136.67,59.07,95,100,3.36,overcast clouds
646,Gamba,GA,-2.65,10.00,69.42,91,67,4.32,broken clouds
647,Port Augusta,AU,-32.50,137.77,49.64,65,44,2.82,scattered clouds
648,Tupik,RU,54.43,119.93,66.58,89,100,4.5,overcast clouds
649,Namangan,UZ,41.00,71.67,82.85,36,2,4.61,clear sky
650,Taltal,CL,-25.40,-70.48,60.08,78,27,5.88,scattered clouds
651,Pryozerne,UA,45.27,36.33,71.11,61,60,6.89,broken clouds
652,Belmonte,BR,-15.86,-38.88,71.15,75,5,9.24,clear sky
653,Visselhovede,DE,52.98,9.60,55.63,83,97,5.97,overcast clouds
654,Abnub,EG,27.27,31.15,85.86,16,0,7.14,clear sky
655,Ongandjera,NA,-17.88,15.07,62.91,27,6,10.65,clear sky
656,San Juan,AR,-31.54,-68.54,57.09,74,50,13.24,scattered clouds
657,Ngunguru,NZ,-35.62,174.50,58.64,67,17,14.34,few clouds
658,Porto Walter,BR,-8.27,-72.74,74.66,88,87,2.15,overcast clouds
659,Pangody,RU,65.85,74.49,46.99,91,2,6.69,clear sky
660,Palana,RU,59.12,159.97,54.19,65,100,21.0,overcast clouds
661,Polson,US,47.69,-114.16,89.22,30,11,4.59,few clouds
662,Salobrena,ES,36.74,-3.59,86.47,65,0,5.48,clear sky
663,Rudnichnyy,RU,59.62,52.47,49.53,83,0,4.21,clear sky
664,Sarangani,PH,5.40,125.46,82.9,70,96,2.62,overcast clouds
665,Caboolture,AU,-27.08,152.95,56.89,50,0,11.07,clear sky
666,Santo Antonio Do Ica,BR,-3.10,-67.94,76.14,92,69,2.48,broken clouds
667,Kaoma,ZM,-14.78,24.80,52.09,48,0,6.62,clear sky
668,Camacha,PT,33.08,-16.33,67.42,83,40,14.97,scattered clouds
669,Ormara,PK,25.21,64.64,82.71,81,100,3.62,overcast clouds
670,Tatvan,TR,38.51,42.28,63.61,26,0,2.84,clear sky
671,Ngorongoro,TZ,-3.24,35.49,46.87,88,71,6.78,broken clouds
672,Road Town,VG,18.42,-64.62,82.49,77,0,18.43,clear sky
673,Mahanoro,MG,-19.90,48.80,63.12,91,8,3.94,clear sky
674,Manokwari,ID,-0.87,134.08,81.09,69,57,3.02,broken clouds
675,Nha Trang,VN,12.25,109.18,77.0,88,97,4.18,overcast clouds
676,Maseru,LS,-29.32,27.48,49.08,56,74,5.28,light rain
677,Lundazi,ZM,-12.29,33.18,60.13,46,7,11.68,clear sky
678,Labytnangi,RU,66.66,66.42,49.14,87,100,11.23,overcast clouds
679,Sabla,NG,12.75,4.71,82.74,68,100,14.7,overcast clouds
680,Estacion Coahuila,MX,32.19,-115.00,102.31,22,11,12.86,few clouds
681,Kirensk,RU,57.79,108.11,58.39,84,94,4.12,overcast clouds
682,Guozhen,CN,34.37,107.36,73.24,91,100,4.88,overcast clouds
